SURFACE;PLAYER;W;L;Ace_Pct;Df_Pct;1st_Serve_Pct;1st_Serve_Won_Pct;2nd_Serve_Won_Pct;Break_Pt_Saved_Pct;Break_Pt_Won_Pct;1st_Serve_Return_Won_Pct;2nd_Serve_Return_Won_Pct;bp_oppy;Games_Played;Rank;Points
Hard;Peter Kobelt;10;18;0.142;0.05;0.615;0.733;0.585;0.584;0.38;0.273;0.465;129;28;635;1
Carpet;Denys Molchanov;0;1;0.073;0.164;0.436;0.625;0.636;0.333;0.5;0.161;0.667;2;1;636;1
Clay;Denys Molchanov;15;17;0.053;0.039;0.563;0.676;0.549;0.508;0.391;0.329;0.539;192;32;636;1
Hard;Denys Molchanov;47;55;0.076;0.042;0.584;0.698;0.558;0.6;0.382;0.304;0.537;631;102;636;1
Hard;William Griffith;1;3;0.041;0.007;0.62;0.685;0.505;0.68;0.297;0.328;0.517;37;4;636;1
Clay;Stefano Baldoni;0;3;0.017;0.052;0.609;0.5;0.458;0.318;0.375;0.213;0.511;8;3;636;1
Hard;Nuno Borges;2;2;0.093;0.029;0.656;0.732;0.614;0.737;0.438;0.255;0.571;16;4;636;1
Hard;Min Kyu Song;2;3;0.073;0.056;0.528;0.803;0.617;0.682;0.56;0.28;0.65;25;5;641;1
Clay;Tomas Martin Etcheverry;2;4;0.072;0.034;0.592;0.716;0.535;0.625;0.333;0.349;0.524;57;6;641;1
Grass;Ryan James Storrie;1;5;0.028;0.034;0.595;0.668;0.527;0.646;0.368;0.225;0.465;19;6;641;1
Hard;Genaro Alberto Olivieri;4;2;0.025;0.052;0.651;0.66;0.554;0.564;0.423;0.36;0.637;52;6;641;1
Clay;Genaro Alberto Olivieri;4;6;0.033;0.032;0.583;0.613;0.57;0.435;0.426;0.366;0.516;68;10;641;1
Hard;Matej Vocel;2;2;0.108;0.05;0.609;0.806;0.558;0.667;0.25;0.201;0.592;20;4;641;1
Clay;Matej Vocel;3;6;0.079;0.042;0.483;0.724;0.476;0.39;0.508;0.313;0.678;63;9;641;1
Clay;Tadeas Paroulek;1;1;0.024;0.065;0.565;0.586;0.674;0.462;0.278;0.402;0.548;18;2;641;1
Hard;Jeroen Vanneste;1;2;0.066;0.056;0.515;0.716;0.659;0.667;0.2;0.27;0.451;20;3;647;1
Clay;Jeroen Vanneste;1;1;0.109;0.109;0.533;0.735;0.545;0.615;0.462;0.318;0.906;13;2;647;1
Hard;Yaraslav Shyla;30;33;0.077;0.037;0.653;0.695;0.526;0.595;0.412;0.298;0.564;393;63;647;1
Clay;Yaraslav Shyla;1;6;0.07;0.061;0.654;0.628;0.46;0.517;0.4;0.234;0.471;25;7;647;1
Hard;Rio Noguchi;3;6;0.021;0.038;0.608;0.612;0.522;0.568;0.511;0.248;0.585;47;9;647;1
Hard;Adrian Bodmer;3;7;0.072;0.04;0.537;0.717;0.537;0.613;0.377;0.286;0.526;61;10;650;1
Clay;Adrian Bodmer;2;6;0.051;0.024;0.58;0.685;0.516;0.613;0.327;0.259;0.536;49;8;650;1
Clay;Linus Frost;2;3;0.076;0.032;0.648;0.659;0.609;0.636;0.333;0.329;0.57;39;5;650;1
Hard;Suraj R Prabodh;2;10;0.03;0.022;0.613;0.584;0.487;0.5;0.377;0.261;0.582;61;12;650;1
Hard;Hong Kit Jack Wong;2;2;0.03;0.044;0.655;0.598;0.582;0.382;0.526;0.416;0.565;38;4;653;1
Carpet;Sora Fukuda;0;1;0.104;0;0.604;0.69;0.632;0.333;0;0.22;0.167;0;1;653;1
Hard;Sora Fukuda;5;8;0.022;0.035;0.641;0.637;0.5;0.571;0.396;0.234;0.539;53;13;653;1
Hard;Jordan Correia Passos Do Carmo;0;1;0.028;0.111;0.486;0.571;0.448;0.3;0.4;0.279;0.538;5;1;653;1
Clay;Jordan Correia Passos Do Carmo;0;2;0.019;0.049;0.586;0.642;0.475;0.429;0.389;0.324;0.547;18;2;653;1
Carpet;Shintaro Imai;0;1;0.056;0.037;0.63;0.529;0.389;0.444;0;0.2;0.231;1;1;657;1
Hard;Shintaro Imai;7;14;0.057;0.05;0.552;0.689;0.524;0.553;0.385;0.328;0.499;130;21;657;1
Clay;Jie Cui;1;2;0.017;0.017;0.52;0.533;0.575;0.542;0.308;0.374;0.556;26;3;657;1
Hard;Jie Cui;4;8;0.031;0.041;0.614;0.627;0.525;0.48;0.422;0.29;0.544;64;12;657;1
Hard;Deiton Baughman;4;6;0.059;0.055;0.555;0.671;0.531;0.607;0.421;0.294;0.604;57;10;657;1
Clay;Deiton Baughman;4;4;0.047;0.06;0.625;0.699;0.508;0.632;0.381;0.345;0.537;63;8;657;1
Clay;Jaimee Floyd Angele;0;1;0.029;0.029;0.643;0.511;0.478;0.5;0.4;0.333;0.478;5;1;657;1
Hard;Jaimee Floyd Angele;1;3;0.12;0.071;0.627;0.695;0.51;0.419;0.55;0.29;0.619;20;4;657;1
Grass;Niels Desein;0;4;0.07;0.057;0.68;0.688;0.47;0.568;0.409;0.305;0.475;22;4;661;1
Carpet;Niels Desein;4;2;0.118;0.052;0.559;0.742;0.49;0.596;0.365;0.281;0.644;52;6;661;1
Clay;Niels Desein;7;21;0.045;0.052;0.583;0.689;0.498;0.543;0.402;0.311;0.559;194;28;661;1
Hard;Niels Desein;33;35;0.073;0.038;0.61;0.701;0.536;0.584;0.403;0.285;0.595;459;68;661;1
Hard;Andrew Watson;0;1;0.054;0.054;0.589;0.636;0.35;0.286;0.25;0.344;0.375;4;1;661;1
Hard;Michael Zhu;3;7;0.018;0.048;0.599;0.569;0.51;0.592;0.464;0.303;0.575;56;10;661;1
Hard;Jose Pereira;2;3;0.041;0.05;0.599;0.719;0.588;0.586;0.294;0.323;0.544;34;5;664;1
Clay;Jose Pereira;17;34;0.036;0.034;0.666;0.632;0.536;0.584;0.4;0.319;0.535;335;51;664;1
Hard;Johan Nikles;0;1;0;0.082;0.525;0.375;0.625;0.688;1;0.226;0.714;1;1;664;1
Clay;Johan Nikles;1;2;0.01;0.066;0.636;0.635;0.542;0.478;0.389;0.364;0.471;18;3;664;1
Grass;Jack Findel Hawkins;1;2;0.077;0.033;0.63;0.714;0.604;0.533;0.133;0.255;0.516;15;3;664;1
Hard;Felix Corwin;2;2;0.078;0.096;0.452;0.724;0.583;0.5;0.4;0.337;0.636;35;4;664;1
Clay;Pascal Meis;1;1;0.054;0.022;0.652;0.717;0.433;0.727;0.25;0.314;0.528;8;2;664;1
Hard;Pascal Meis;2;4;0.063;0.045;0.663;0.671;0.612;0.581;0.529;0.221;0.506;17;6;664;1
Hard;Sam Riffice;1;3;0.043;0.01;0.548;0.665;0.459;0.448;0.444;0.324;0.546;27;4;664;1
Clay;Sam Riffice;1;2;0.045;0.03;0.53;0.617;0.504;0.667;0.435;0.304;0.581;23;3;664;1
Hard;Michael Look;6;6;0.082;0.037;0.645;0.691;0.605;0.545;0.366;0.313;0.588;71;12;664;1
Clay;Jaume Pla Malfeito;1;4;0.008;0.023;0.694;0.541;0.532;0.46;0.357;0.354;0.591;56;5;664;1
Hard;Jaume Pla Malfeito;2;2;0.033;0.059;0.647;0.682;0.575;0.577;0.25;0.282;0.504;24;4;664;1
Hard;Paul Oosterbaan;0;1;0;0.02;0.796;0.615;0.444;0.25;0;0.227;0.556;10;1;672;1
Clay;Paul Oosterbaan;0;1;0.112;0.026;0.586;0.735;0.489;0.857;0.25;0.348;0.439;8;1;672;1
Hard;Alessandro Petrone;0;6;0.048;0.064;0.631;0.593;0.458;0.518;0.4;0.205;0.421;15;6;672;1
Clay;Alessandro Petrone;7;9;0.026;0.03;0.7;0.661;0.488;0.586;0.397;0.318;0.545;126;16;672;1
Hard;Oscar Jose Gutierrez;2;1;0.057;0.062;0.671;0.681;0.518;0.679;0.364;0.336;0.597;22;3;672;1
Clay;Oscar Jose Gutierrez;12;10;0.024;0.057;0.6;0.633;0.549;0.555;0.458;0.355;0.644;168;22;672;1
Clay;Strong Kirchheimer;0;2;0.044;0.061;0.614;0.657;0.514;0.417;0.667;0.2;0.486;3;2;672;1
Hard;Strong Kirchheimer;10;12;0.076;0.041;0.652;0.722;0.625;0.659;0.299;0.291;0.51;167;22;672;1
Hard;Jordi Arconada;1;4;0.069;0.069;0.557;0.657;0.585;0.622;0.222;0.257;0.496;27;5;677;1
Hard;Sebastien Boltz;8;12;0.045;0.041;0.581;0.658;0.557;0.559;0.39;0.305;0.58;136;20;677;1
Clay;Omar Salman;6;11;0.05;0.043;0.605;0.7;0.526;0.5;0.443;0.287;0.537;79;17;677;1
Clay;Nikolay Davydenko;1;4;0.044;0.027;0.614;0.643;0.58;0.629;0.4;0.255;0.41;15;5;-;0
Hard;Nikolay Davydenko;5;6;0.065;0.034;0.686;0.69;0.574;0.588;0.382;0.25;0.569;76;11;-;0
Grass;Radek Stepanek;9;6;0.101;0.038;0.624;0.783;0.548;0.663;0.418;0.281;0.522;79;15;-;0
Clay;Radek Stepanek;22;17;0.048;0.037;0.623;0.693;0.56;0.599;0.415;0.332;0.569;347;39;-;0
Hard;Radek Stepanek;30;28;0.069;0.048;0.589;0.724;0.571;0.598;0.392;0.302;0.577;436;58;-;0
Clay;Tommy Haas;11;13;0.055;0.031;0.632;0.71;0.577;0.631;0.342;0.276;0.513;146;24;-;0
Hard;Tommy Haas;8;15;0.057;0.049;0.619;0.684;0.616;0.575;0.423;0.255;0.548;123;23;-;0
Grass;Tommy Haas;4;7;0.064;0.049;0.639;0.726;0.607;0.678;0.354;0.258;0.433;48;11;-;0
Carpet;Mikhail Youzhny;5;0;0.075;0.039;0.546;0.76;0.683;0.722;0.615;0.208;0.641;26;5;-;0
Grass;Mikhail Youzhny;16;16;0.047;0.026;0.662;0.706;0.612;0.604;0.337;0.267;0.546;243;32;-;0
Clay;Mikhail Youzhny;21;39;0.035;0.035;0.62;0.652;0.556;0.588;0.362;0.291;0.533;420;60;-;0
Hard;Mikhail Youzhny;81;70;0.052;0.046;0.589;0.687;0.576;0.607;0.434;0.3;0.586;1010;151;-;0
Clay;Lleyton Hewitt;1;5;0.037;0.07;0.536;0.641;0.493;0.532;0.4;0.307;0.623;55;6;-;0
Grass;Lleyton Hewitt;7;5;0.059;0.049;0.564;0.725;0.582;0.573;0.391;0.302;0.59;110;12;-;0
Hard;Lleyton Hewitt;15;15;0.069;0.054;0.527;0.723;0.556;0.647;0.417;0.296;0.581;242;30;-;0
Grass;Nicolas Almagro;1;3;0.098;0.04;0.581;0.696;0.595;0.667;0.385;0.214;0.457;13;4;-;0
Clay;Nicolas Almagro;66;48;0.096;0.036;0.554;0.753;0.563;0.576;0.363;0.311;0.529;821;114;-;0
Hard;Nicolas Almagro;15;25;0.133;0.045;0.549;0.754;0.577;0.581;0.34;0.233;0.515;200;40;-;0
Grass;Juan Monaco;2;3;0.049;0.022;0.733;0.663;0.541;0.667;0.542;0.278;0.507;24;5;-;0
Clay;Juan Monaco;39;31;0.02;0.017;0.727;0.628;0.575;0.562;0.43;0.326;0.584;574;70;-;0
Hard;Juan Monaco;19;21;0.034;0.02;0.699;0.647;0.547;0.551;0.376;0.305;0.566;343;40;-;0
Grass;Albert Montanes;0;1;0.06;0.026;0.662;0.67;0.723;0.429;0.5;0.252;0.45;6;1;-;0
Clay;Albert Montanes;80;66;0.04;0.054;0.593;0.691;0.568;0.592;0.416;0.325;0.574;1063;146;-;0
Hard;Albert Montanes;4;10;0.035;0.055;0.568;0.671;0.532;0.52;0.345;0.239;0.475;58;14;-;0
Grass;Paul Henri Mathieu;3;7;0.066;0.044;0.587;0.72;0.585;0.635;0.327;0.19;0.589;49;10;-;0
Clay;Paul Henri Mathieu;49;38;0.041;0.043;0.569;0.685;0.569;0.574;0.433;0.314;0.587;609;87;-;0
Hard;Paul Henri Mathieu;54;56;0.073;0.048;0.552;0.724;0.565;0.623;0.392;0.261;0.564;683;110;-;0
Grass;Janko Tipsarevic;3;7;0.084;0.037;0.569;0.712;0.57;0.547;0.353;0.248;0.533;51;10;-;0
Clay;Janko Tipsarevic;25;16;0.067;0.034;0.547;0.742;0.541;0.611;0.405;0.318;0.596;301;41;-;0
Hard;Janko Tipsarevic;18;14;0.072;0.044;0.526;0.739;0.547;0.601;0.392;0.314;0.589;268;32;-;0
Carpet;Andreas Beck;0;1;0.015;0.06;0.597;0.8;0.783;0.5;0;0.156;0.421;0;1;-;0
Grass;Andreas Beck;0;1;0.01;0.041;0.722;0.5;0.478;0.529;0.429;0.239;0.724;7;1;-;0
Clay;Andreas Beck;41;27;0.029;0.041;0.624;0.678;0.577;0.616;0.45;0.322;0.592;447;68;-;0
Hard;Andreas Beck;29;22;0.066;0.043;0.621;0.727;0.586;0.647;0.414;0.276;0.571;309;51;-;0
Grass;Benjamin Becker;13;15;0.089;0.039;0.635;0.734;0.54;0.599;0.364;0.289;0.507;176;28;-;0
Clay;Benjamin Becker;9;15;0.069;0.041;0.598;0.697;0.508;0.541;0.435;0.286;0.489;131;24;-;0
Hard;Benjamin Becker;73;65;0.086;0.04;0.595;0.729;0.552;0.585;0.412;0.284;0.56;859;138;-;0
Carpet;Benjamin Becker;4;1;0.108;0.073;0.487;0.82;0.55;0.769;0.593;0.327;0.628;27;5;-;0
Grass;Julien Benneteau;13;11;0.113;0.044;0.646;0.742;0.565;0.593;0.356;0.253;0.566;163;24;-;0
Clay;Julien Benneteau;14;20;0.07;0.038;0.626;0.676;0.545;0.562;0.376;0.306;0.506;242;34;-;0
Hard;Julien Benneteau;75;56;0.106;0.045;0.61;0.742;0.563;0.64;0.388;0.282;0.562;903;131;-;0
Clay;Victor Hanescu;26;25;0.048;0.018;0.715;0.679;0.515;0.576;0.402;0.316;0.533;353;51;-;0
Hard;Victor Hanescu;23;17;0.095;0.021;0.673;0.744;0.559;0.686;0.352;0.257;0.515;219;40;-;0
Grass;Victor Hanescu;0;2;0.057;0.009;0.787;0.613;0.404;0.735;0.286;0.221;0.377;7;2;-;0
Clay;Evgeny Korolev;0;2;0.007;0.034;0.604;0.744;0.519;0.455;0.3;0.34;0.276;10;2;-;0
Hard;Evgeny Korolev;2;3;0.078;0.031;0.572;0.699;0.526;0.545;0.346;0.255;0.485;26;5;-;0
Hard;Mardy Fish;2;4;0.092;0.042;0.53;0.764;0.491;0.581;0.385;0.297;0.641;65;6;-;0
Carpet;Marco Chiudinelli;0;2;0.062;0.016;0.574;0.676;0.509;0.3;0.25;0.179;0.563;12;2;-;0
Clay;Marco Chiudinelli;1;8;0.036;0.021;0.561;0.647;0.467;0.5;0.35;0.235;0.462;40;9;-;0
Grass;Marco Chiudinelli;5;7;0.052;0.022;0.659;0.683;0.546;0.444;0.367;0.226;0.582;49;12;-;0
Hard;Marco Chiudinelli;75;63;0.058;0.024;0.597;0.708;0.559;0.608;0.426;0.287;0.566;870;138;-;0
Clay;Olivier Rochus;1;2;0.01;0.026;0.573;0.6;0.545;0.615;0.316;0.279;0.516;19;3;-;0
Hard;Olivier Rochus;2;5;0.008;0.034;0.593;0.665;0.518;0.593;0.513;0.242;0.598;39;7;-;0
Grass;Olivier Rochus;3;2;0.015;0.05;0.676;0.739;0.634;0.6;0.6;0.25;0.622;20;5;-;0
Clay;Marc Gicquel;3;5;0.057;0.046;0.552;0.663;0.56;0.528;0.561;0.327;0.586;41;8;-;0
Hard;Marc Gicquel;9;9;0.102;0.041;0.58;0.761;0.534;0.632;0.326;0.281;0.565;135;18;-;0
Hard;Potito Starace;2;1;0.033;0.037;0.699;0.637;0.556;0.645;0.455;0.314;0.58;22;3;-;0
Clay;Potito Starace;37;28;0.04;0.014;0.723;0.688;0.558;0.655;0.453;0.3;0.572;364;65;-;0
Clay;Florent Serra;2;7;0.025;0.022;0.556;0.65;0.516;0.508;0.449;0.302;0.511;49;9;-;0
Hard;Florent Serra;12;12;0.051;0.018;0.602;0.726;0.552;0.619;0.4;0.257;0.569;140;24;-;0
Clay;Michael Llodra;3;4;0.064;0.033;0.617;0.735;0.55;0.667;0.349;0.29;0.579;43;7;-;0
Hard;Michael Llodra;4;8;0.097;0.042;0.695;0.703;0.531;0.571;0.317;0.241;0.519;41;12;-;0
Clay;Oscar Hernandez;0;1;0.047;0.063;0.609;0.538;0.476;0.636;0.167;0.265;0.455;6;1;-;0
Hard;Oscar Hernandez;2;2;0.057;0.057;0.559;0.656;0.491;0.682;0.647;0.222;0.694;17;4;-;0
Grass;Michael Berrer;3;7;0.097;0.051;0.648;0.716;0.567;0.587;0.317;0.298;0.443;60;10;-;0
Clay;Michael Berrer;13;20;0.053;0.036;0.662;0.685;0.56;0.612;0.348;0.295;0.506;204;33;-;0
Hard;Michael Berrer;76;43;0.086;0.034;0.659;0.727;0.588;0.619;0.393;0.286;0.533;754;119;-;0
Carpet;Rajeev Ram;0;1;0.111;0.028;0.648;0.771;0.457;0.714;0;0.222;0.394;1;1;-;0
Grass;Rajeev Ram;14;12;0.102;0.031;0.636;0.775;0.563;0.65;0.313;0.272;0.511;147;26;-;0
Clay;Rajeev Ram;5;7;0.095;0.028;0.644;0.725;0.571;0.608;0.305;0.257;0.423;59;12;-;0
Hard;Rajeev Ram;67;53;0.096;0.028;0.645;0.736;0.55;0.641;0.371;0.286;0.542;782;120;-;0
Carpet;Philipp Petzschner;0;2;0.075;0.118;0.422;0.706;0.486;0.577;0.364;0.288;0.464;11;2;-;0
Grass;Philipp Petzschner;1;2;0.033;0.039;0.613;0.613;0.619;0.5;0.714;0.256;0.763;7;3;-;0
Clay;Philipp Petzschner;2;5;0.039;0.06;0.491;0.681;0.517;0.547;0.412;0.278;0.481;34;7;-;0
Hard;Philipp Petzschner;14;15;0.076;0.051;0.549;0.743;0.576;0.628;0.399;0.267;0.541;163;29;-;0
Grass;Alejandro Falla;10;13;0.048;0.04;0.625;0.688;0.562;0.544;0.412;0.287;0.587;165;23;-;0
Clay;Alejandro Falla;29;33;0.029;0.039;0.585;0.646;0.536;0.588;0.426;0.334;0.582;469;62;-;0
Hard;Alejandro Falla;44;43;0.04;0.049;0.575;0.679;0.546;0.592;0.455;0.317;0.61;616;87;-;0
Grass;Michael Russell;0;3;0.069;0.042;0.651;0.654;0.562;0.686;0.143;0.267;0.551;35;3;-;0
Clay;Michael Russell;2;7;0.014;0.032;0.656;0.619;0.455;0.473;0.391;0.303;0.505;46;9;-;0
Hard;Michael Russell;23;24;0.029;0.039;0.635;0.669;0.565;0.593;0.368;0.289;0.598;353;47;-;0
Carpet;Jarkko Nieminen;2;0;0.025;0.008;0.641;0.757;0.566;0.813;0.381;0.225;0.644;21;2;-;0
Grass;Jarkko Nieminen;5;6;0.064;0.022;0.709;0.715;0.57;0.569;0.377;0.212;0.609;69;11;-;0
Clay;Jarkko Nieminen;14;16;0.035;0.032;0.628;0.698;0.502;0.617;0.409;0.29;0.55;203;30;-;0
Hard;Jarkko Nieminen;25;26;0.045;0.029;0.641;0.692;0.537;0.608;0.403;0.281;0.579;350;51;-;0
Grass;Dmitry Tursunov;2;4;0.07;0.032;0.659;0.661;0.535;0.662;0.552;0.235;0.615;29;6;-;0
Clay;Dmitry Tursunov;6;11;0.051;0.031;0.64;0.689;0.496;0.548;0.519;0.273;0.558;79;17;-;0
Hard;Dmitry Tursunov;15;22;0.061;0.043;0.583;0.687;0.577;0.628;0.411;0.268;0.537;209;37;-;0
Grass;Robby Ginepri;0;1;0.035;0.035;0.596;0.706;0.667;0.5;0;0.079;0.438;1;1;-;0
Clay;Robby Ginepri;9;6;0.039;0.036;0.631;0.68;0.58;0.63;0.429;0.317;0.588;105;15;-;0
Hard;Robby Ginepri;13;17;0.051;0.034;0.615;0.678;0.56;0.491;0.452;0.296;0.586;186;30;-;0
Grass;Lukasz Kubot;2;2;0.155;0.069;0.564;0.799;0.673;0.739;0.313;0.202;0.419;16;4;-;0
Clay;Lukasz Kubot;4;7;0.05;0.052;0.625;0.645;0.546;0.586;0.329;0.293;0.517;76;11;-;0
Hard;Lukasz Kubot;10;16;0.088;0.067;0.606;0.716;0.602;0.632;0.387;0.27;0.554;155;26;-;0
Hard;Jan Hajek;2;8;0.087;0.036;0.673;0.643;0.483;0.392;0.486;0.243;0.539;37;10;-;0
Clay;Jan Hajek;10;11;0.036;0.027;0.667;0.659;0.551;0.601;0.441;0.292;0.627;118;21;-;0
Clay;Wayne Odesnik;5;7;0.023;0.034;0.604;0.647;0.519;0.552;0.39;0.276;0.565;82;12;-;0
Hard;Wayne Odesnik;26;19;0.056;0.034;0.631;0.688;0.601;0.617;0.399;0.294;0.562;278;45;-;0
Grass;Wayne Odesnik;2;1;0.072;0.029;0.684;0.727;0.683;0.727;0.261;0.296;0.593;23;3;-;0
Clay;Bjorn Phau;1;3;0.051;0.062;0.56;0.673;0.505;0.571;0.385;0.257;0.584;26;4;-;0
Hard;Bjorn Phau;8;5;0.056;0.056;0.551;0.709;0.603;0.576;0.457;0.306;0.601;81;13;-;0
Carpet;Jan Hernych;1;1;0.023;0.056;0.492;0.655;0.65;0.615;0.389;0.231;0.663;18;2;-;0
Grass;Jan Hernych;6;7;0.065;0.031;0.663;0.702;0.553;0.627;0.38;0.296;0.559;71;13;-;0
Clay;Jan Hernych;8;12;0.049;0.029;0.584;0.675;0.532;0.6;0.428;0.308;0.545;138;20;-;0
Hard;Jan Hernych;27;19;0.077;0.039;0.623;0.715;0.558;0.605;0.379;0.279;0.584;319;46;-;0
Clay;Karol Beck;0;1;0.1;0.038;0.538;0.651;0.441;0.6;0.091;0.333;0.455;11;1;-;0
Carpet;Karol Beck;0;1;0.088;0.066;0.549;0.78;0.743;0.333;0.333;0.211;0.528;6;1;-;0
Hard;Karol Beck;1;4;0.073;0.063;0.53;0.714;0.513;0.394;0.483;0.315;0.556;29;5;-;0
Clay;Kevin Kim;0;1;0;0.156;0.4;0.5;0.3;0.417;0.75;0.364;1.222;4;1;-;0
Hard;Eduardo Schwank;0;2;0.029;0.021;0.721;0.554;0.556;0.529;0.333;0.169;0.578;9;2;-;0
Clay;Eduardo Schwank;3;7;0.035;0.032;0.666;0.671;0.581;0.547;0.309;0.293;0.487;68;10;-;0
Grass;Pere Riba;0;1;0.144;0.031;0.649;0.619;0.516;0.722;0;0.246;0.429;3;1;-;0
Clay;Pere Riba;75;55;0.079;0.03;0.563;0.716;0.522;0.574;0.458;0.338;0.568;908;130;-;0
Hard;Pere Riba;9;17;0.085;0.027;0.578;0.708;0.472;0.598;0.438;0.292;0.514;137;26;-;0
Grass;Steve Darcis;2;6;0.068;0.018;0.664;0.698;0.507;0.672;0.37;0.254;0.527;46;8;-;0
Clay;Steve Darcis;37;19;0.036;0.022;0.633;0.676;0.536;0.608;0.464;0.348;0.572;427;56;-;0
Hard;Steve Darcis;75;34;0.047;0.024;0.606;0.706;0.574;0.593;0.447;0.311;0.59;798;109;-;0
Clay;Victor Crivoi;8;11;0.048;0.025;0.589;0.676;0.488;0.563;0.425;0.315;0.528;113;19;-;0
Clay;Rui Machado;15;20;0.011;0.047;0.671;0.613;0.532;0.543;0.469;0.347;0.56;245;35;-;0
Hard;Rui Machado;4;6;0.019;0.047;0.663;0.665;0.577;0.571;0.395;0.31;0.54;81;10;-;0
Grass;Somdev Devvarman;1;3;0.053;0.029;0.592;0.702;0.49;0.641;0.455;0.223;0.656;22;4;-;0
Clay;Somdev Devvarman;8;13;0.034;0.015;0.583;0.629;0.526;0.592;0.434;0.332;0.515;129;21;-;0
Hard;Somdev Devvarman;40;39;0.056;0.026;0.582;0.673;0.538;0.578;0.407;0.329;0.554;602;79;-;0
Clay;Paul Capdeville;1;3;0.038;0.03;0.634;0.671;0.494;0.519;0.423;0.341;0.526;26;4;-;0
Hard;Paul Capdeville;1;1;0.032;0.071;0.584;0.7;0.604;0.462;0.318;0.336;0.466;22;2;-;0
Clay;Josselin Ouanna;1;2;0.078;0.041;0.597;0.7;0.526;0.636;0.364;0.282;0.548;22;3;-;0
Hard;Josselin Ouanna;5;6;0.122;0.042;0.583;0.773;0.596;0.689;0.386;0.218;0.544;44;11;-;0
Grass;Andrey Golubev;0;2;0.05;0.031;0.646;0.606;0.462;0.68;0;0.154;0.368;4;2;-;0
Clay;Andrey Golubev;26;36;0.038;0.042;0.605;0.67;0.567;0.592;0.384;0.305;0.529;409;62;-;0
Hard;Andrey Golubev;38;44;0.07;0.046;0.612;0.707;0.585;0.614;0.406;0.273;0.51;401;82;-;0
Hard;Carsten Ball;0;1;0.07;0.018;0.807;0.696;0.7;0.6;0;0.081;0.357;1;1;-;0
Carpet;Chris Guccione;0;1;0.13;0;0.722;0.564;0.267;0.286;0.5;0.167;0.333;2;1;-;0
Grass;Chris Guccione;3;1;0.218;0.007;0.665;0.869;0.589;0.5;0.375;0.194;0.457;16;4;-;0
Clay;Ivo Minar;4;6;0.074;0.039;0.559;0.661;0.6;0.516;0.49;0.282;0.584;51;10;-;0
Hard;Robert Kendrick;0;1;0.172;0.047;0.672;0.907;0.444;0.5;1;0.219;0.433;2;1;-;0
Grass;Edouard Roger Vasselin;7;5;0.069;0.034;0.674;0.703;0.564;0.613;0.465;0.275;0.58;71;12;-;0
Clay;Edouard Roger Vasselin;6;15;0.034;0.016;0.666;0.652;0.492;0.624;0.429;0.297;0.543;140;21;-;0
Hard;Edouard Roger Vasselin;42;42;0.058;0.027;0.654;0.714;0.561;0.61;0.371;0.29;0.534;574;84;-;0
Hard;Ryan Sweeting;1;4;0.045;0.128;0.558;0.659;0.566;0.455;0.214;0.25;0.489;14;5;-;0
Clay;Ryan Sweeting;1;1;0.01;0.04;0.808;0.6;0.4;0.417;0.5;0.254;0.649;10;2;-;0
Clay;Ruben Ramirez Hidalgo;83;79;0.043;0.058;0.552;0.697;0.543;0.601;0.42;0.326;0.598;1194;162;-;0
Hard;Ruben Ramirez Hidalgo;12;11;0.059;0.061;0.583;0.682;0.537;0.571;0.474;0.311;0.61;156;23;-;0
Hard;David Marrero;0;1;0;0.098;0.738;0.644;0.5;0.5;0.2;0.167;0.471;5;1;-;0
Clay;David Marrero;2;3;0.039;0.05;0.568;0.654;0.561;0.516;0.444;0.294;0.515;18;5;-;0
Clay;Carlos Salamanca;11;13;0.074;0.032;0.654;0.691;0.569;0.565;0.418;0.261;0.506;110;24;-;0
Hard;Carlos Salamanca;4;3;0.084;0.027;0.649;0.695;0.616;0.559;0.412;0.342;0.602;51;7;-;0
Clay;Danai Udomchoke;0;1;0.022;0.022;0.685;0.492;0.577;0.783;1;0.349;0.647;4;1;-;0
Carpet;Danai Udomchoke;0;2;0.065;0.052;0.565;0.644;0.508;0.2;0.6;0.179;0.552;5;2;-;0
Hard;Danai Udomchoke;8;12;0.047;0.056;0.635;0.691;0.523;0.639;0.434;0.291;0.51;99;20;-;0
Clay;Jesse Witten;2;3;0.086;0.019;0.662;0.648;0.541;0.615;0.571;0.317;0.681;21;5;-;0
Hard;Jesse Witten;10;8;0.088;0.049;0.579;0.706;0.565;0.441;0.483;0.324;0.569;118;18;-;0
Hard;Guillaume Rufin;1;2;0.142;0.069;0.588;0.85;0.486;0.571;0.278;0.262;0.586;18;3;-;0
Clay;Guillaume Rufin;9;9;0.052;0.045;0.564;0.668;0.568;0.583;0.363;0.35;0.615;157;18;-;0
Grass;Julian Reister;2;2;0.062;0.036;0.765;0.699;0.429;0.702;0.379;0.3;0.509;29;4;-;0
Hard;Julian Reister;2;5;0.034;0.038;0.72;0.643;0.561;0.459;0.34;0.304;0.591;53;7;-;0
Clay;Julian Reister;23;19;0.014;0.039;0.735;0.625;0.564;0.593;0.435;0.371;0.616;398;42;-;0
Carpet;Grega Zemlja;0;1;0.051;0.02;0.616;0.689;0.556;0.545;0.5;0.167;0.571;6;1;-;0
Grass;Grega Zemlja;2;5;0.084;0.037;0.586;0.685;0.523;0.569;0.304;0.271;0.51;56;7;-;0
